Acronym,Term,Category
PAL,Patient Accounting Language (IBM software),General
PAL,Provider Audit List,General
PAM,Priority Audit Memorandum,General
PAM,Project Administration Manual,General
PANAPT,(APCSS Automated Production Turnover software),General
PANVALET,(APCSS source code management software),General
PAO,Procurement Assistance Office,General
PAO,Property Accountable Officer,General
PARD,Provider Audit & Reimbursement Department,General
PARL,Physician/Supplier Assignment Rate List,General
PART A,Medicare Hospital Insurance,General
PART B,Medicare Supplementary Medical Insurance,General
PAS,PreAward Survey,General
PAS,Premium Accrual Stop,General
PAS,Professional Activity Study,General
PAS,"Public Appearances Staff, OPA",General
PASARR,Preadmission Screening & Annual Resident Review,General
PASS,Policy Access Support System,General
PASS,Procurement Automatic Source System,General
PAT,Planning Action Team,General
PATCO,"Professional, Administrative, Technical, Clerical Other",General
PATHVU,Path View,General
PAYERID,Payer Identification (national provider identifier initiative),General
PBA,Part B Advisory,General
PBA,Pharmacy Benefit Administrator,General
PBC,Premium Billing Code,General
PBGC,Pension Benefit Guaranty Corp.,General
PBIS,PerformanceBased Incentive System,General
PBMS,Pharmacy Benefit Managers,General
PBP,Plan Benefit Package,General
PBP,Provider Based Physician,General
PBR,Process Bill Register,General
PBX,Private Branch Exchange,General
PC,Partnership Council,General
PC,Procurement Cycle,General
PC,Professional Component,General
PC,Project Coordinator,General
PCA,Physical Configuration Audit,General
PCA,Physicians Comparability Allowance,General
PCA,Principle Certification Authority,General
PCA,Private Collection Agency,General
PCA,Progressive Corrective Action,General
PCAM,Punch Card Accounting Machines,General
PCAS,Patient Care Algorithm,General
PCC,Per Capita Cost (System),General
PCCM,Primary Care Case Management,General
PCCMP,Primary Care Case Management Provider,General
PCD,Premium Conversion Date,General
PCDB,Provider/Contractor Data Base,General
PCE,Personal Care Expenditures,General
PCH,Primary Care Hospital,General
PCIE,President's Council on Integrity & Efficiency,General
PCMI,President's Council on Management Improvement,General
PCO,Procurement Contracting Officer,General
PCP,Primary Care Physician (or Provider),General
PCPR,Provider Claims Processing Requirements,General
PCR,Private Consumer Rate,General
PCR,Procurement Center Representative,General
PCR,Prospective Composite Rate,General
PCRP,Per Capita Rate Payment,General
PCRS,(Carrier) Performance Control Reporting System,General
PCS,Permanent Change of Station,General
PCS,Position Classification Standard,General
PCT,Project Coordination Team,General
PCYA,Presidential Classroom for Young Americans,General
PD,Physical Database,General
PD,Position Description,General
PD,Premium Deducted,General
PD,Process Description,General
PD,Program Development,General
PDA,Premium Due Amount,General
PDBO,Public Disability Benefit Offset,General
PDD,Physical Database Design,General
PDD,Preliminary Design Document,General
PDD,Presidential Decision Directive,General
PDD63,Presidential Decision Directive #63,General
PDED,(same as PDD directly above),General
PDF,Program Development Facility,General
PDLO,Printing & Distribution Liaison Officer,General
PDM,Parallel Development Manager,General
PDM,Personalized Documentation Manager,General
PDM,Program Decision Memorandum,General
PDMA,Prescription Drug Marketing Act of 1988,General
PDOTH,Prior Date of Termination of Hospital Insurance,General
PDP,Prescription Drug Plan,General
PDP,Private Prescription Drug Plan,General
PDP,Program Decision Package,General
PDR,Physician's Desk Reference,General
PDS,Partitioned Data Set,General
PDS,Peer (Review Organization) Data System,General
PDSC,Phased-Down State Contribution,General
PDT,Physical Design Team,General
PDV,Program Data Vector,General
PE,Performance Evaluation,General
PE,Post Entitlement,General
PE,Program Evaluation,General
PEB,Performance Evaluation Board (contracts),General
PEBES,(SSA) Personal Earnings & Benefit Estimate Statement,General
PEBTAG,Provider Electronic Billing Technical Advisory Group,General
PEC,Performance Engineering Corp. (SAIC subcontractor),General
PECOS,"Provider Enrollment, Chain & Ownership System",General
PED,Project Engineering Development,General
PEI,Postentitlement Internet (MBR Query),General
PEL,(OSHA) Permissible Exposure Limits,General
PENVAL,Post Entitlement Notices Validations (SSA),General
PEO,Program Executive Officer,General
PEP,Partial Episode Payment,General
PEP,Partnerships in Education Program,General
PEP,Performance Evaluation Program,General
PEP,Proposal Evaluation Plan,General
PEPP,Payment Error Prevention Program,General
PEPPER,Post Entitlement Premium Payment & Enrollment Program (SSA),General
PERT,Program Evaluation & Review Technique,General
PERVU,Practice Expense Relative Value Units,General
PESO,Post Entitlement Scheduling Operation (SSA),General
PESO,Post Entitlement System Operation (SSA),General
PET,Positron Emission Tomography,General
PET,Provider Education & Training,General
PET,Provider Evaluation & Training,General
PETS,Problem & Enhancement Tracking System (GHP),General
PETT,Position Emission Transverse Tomography,General
PEW,PRO Efficiency Workgroup,General
PFCRA,Program Fraud Civil Remedies Act,General
PFF,Physician Fee Freeze,General
PFFS,Private Fee-For-Service Plan,General
PH,Partial Hospitalization,General
PHCE,Personal Health Care Expenditures,General
PHCP,Prepaid Health Care Plan,General
PHDDS,PRO Hospital Discharge Data Set,General
PHEC,PostHospital Extended Care,General
PHHH,PostHospital Home Health,General
PHI,Personal Health Information,General
PHI,Premium Hospital Insurance,General
PHIC,Partnership for Health Insurance Counseling,General
PHIP,Pharmacist's Incentive Program,General
PHOS,Post Hospital Outcome Study,General
PHP,Partial Hospitalization Program,General
PHP,Prepaid Health Plan,General
PHPO,Prepaid Health Plan Option,General
PHPO,Private Health Plan Option,General
PHR,Professional in Human Resources,General
PHRMA,Pharmaceutical Manufacturers and Researchers of America,General
PHTP,Priority Health Training Programs,General
PHUS,Payment History Update System,General
PHY/SUP,Physician/Supplier,General
PI,Penalty Indicator,General
PI,Performance Indicator,General
PI,Productivity Investment,General
PI,Program Integrity,General
PI,Project Initiation,General
PIA,Primary Insured Amount (MBR),General
PIC,Policy Information Center (DHHS),General
PIC,PRO Intermediary Carrier,General
PIC,Program Information Coordinator,General
PICC,Peripherally-inserted central catheter,General
PICS,Plan Information Control System,General
PICS,Program Information Control System,General
PID,Payer Identification System,General
PID,"Program Inspections Division, OIG",General
PID,Project Idea Document,General
PIDS,People or Individual with Disabilities (aka POIWD),General
PIE,Post Implementation Evaluation,General
PIG,"Program Integrity Group, OFM, CMS",General
PIHP,Prepaid Inpatient Health Plan,General
PIIS,Program Instructions Issuance System,General
PIM,MEDICARE PROGRAM INTEGRITY MANUAL,General
PIM,Personal Information Manager,General
PIMR,Program Integrity Management Reporting,General
PIN,Personal Identification Number,General
PIN,Physician Identification Number,General
PIN,PreInvitation Notice,General
PIN,Primary Insured Number (MBR),General
PIN,Provider Identification Number,General
PINQ,Premium Inquiry,General
PIP,Performance Improvement Plan,General
PIP,Periodic Interim Payment,General
PIP,Physician Incentive Plan,General
PIP,Productivity Improvement Program,General
PIP,Projects in Progress,General
PIPC,Public Information Program Circular,General
PIPDCG,Principal Inpatient Diagnostic Cost Group,General
PIR,Periodic Interim Reimbursement,General
PIR,Post Implementation Review,General
PIT,Process Improvement Team (ALJ),General
PITS,PRO Information Tracking System,General
PJS,Personal Job Scheduler,General
PL,Performance Level,General
PL,Proposed Legislation,General
PL,Public Law,General
PL99-474,Computer Fraud & Abuse Act of 1986,General
PLAN,Plain Language Action Network,General
PLAN,Protection for Long Term Assistance Needs,General
PLANNET,Plan Network,General
PLT,Production Lead Time,General
PM,post meridiem,General
PM,Procedure Manual,General
PM,Program Management,General
PM,Program Memoranda,General
PM,Project Manager,General
PM-PET,Program ManagementProvider Education & Training,General
PM/PM,Per Member/Per Month,General
PMA,PreMarket Approval,General
PMA,Prior Month Accrual,General
PMBOK,Project Management Body of Knowledge,General
PMC,Patient Management Categories,General
PMCS,Program Management Control System,General
PMCS,Project Management Collection System,General
PME,Partial Month Eligible (Medicaid),General
PME,Prior Month Ending,General
PMI,Project Management Institute,General
PMIS,Program Management Information System,General
PMIS,PSRO Management Information System,General
PMMIS,Program Management & Medical Information System,General
PMO,Project Management Office,General
PMO,Property Management Officer,General
PMP,Preventive Maintenance Program,General
PMP,Project Management Plan,General
PMRS,Performance Management & Recognition System,General
PMRS,Performance Management Rating System,General
PMS,Payment Management System,General
PMS,Personnel Manual for Supervisors (SSA),General
PMS,Program Management System,General
PMS,Property Management System,General
PMSA,(BLSC) Primary Metropolitan Statistical Area,General
PMTT,Programmable Magnetic Tape Terminal (or Transmission),General
PNM,Price Negotiation Memorandum,General
PO,Privacy Officer,General
PO,Procurement Office,General
PO,Project Officer,General
PO,Purchase Order,General
POAM,Plan of Action & Milestones,General
POC,Patterns of Care,General
POC,Plan of Care,General
POC,Plan of Correction,General
POC,Point of Contact,General
POC,Principal Operating Component,General
POCI,Physician Ownership/Compensation Interest,General
POE,Plan of Expenditures,General
POIWD,People or Individuals with Disabilities (aka PIDS),General
POL,Physician Office Laboratories,General
POMS,Program Operations Manual System (SSA) (formerly Claims Manual CM)),General
POR,Print/Utility Owning Region,General
POR,Provider Overpayment Recovery,General
POR,Provider Overpayment Report,General
PORA,Principal Official Responsible for Acquisition,General
PORS,Provider Overpayment Recovery System,General
PORS,Provider Overpayment Reporting System,General
PORT,Patient Outcome Research Team (or Treatment),General
PORTS,Patient Outcome Research Teams,General
POS,Place of Service,General
POS,Point of Sale,General
POS,Point of Service,General
POS,Provider of Service(s) (System),General
POSIX,Portable Operating System Interface Exchange,General
POT,Plan of Treatment,General
PP,Project Plan,General
PP,Prospective Payment,General
PP&A,Plan Performance & Assistance,General
PPA,Premium Paid Amount,General
PPAC,Practicing Provider Advisory Council,General
PPAC,Prospective Payment Assessment Commission,General
PPB,"Planning, Programming, Budgeting",General
PPC,Processing Payment Cycle,General
